BE,DE,DK1,DK2,FI,FR,NL,NO1,NO2,NO3,NO4,NO5,PL,SE1,SE2,SE3,SE4,UK
51195.0,298400.0,3081.0,2027.0,12304.0,80546.0,60051.0,5929.0,5047.0,3025.0,2703.0,2734.0,23187.0,1277.0,2376.0,13678.0,4091.0,91004.0
50648.0,305551.0,3073.0,2019.0,12141.0,79801.0,59853.0,5878.0,5029.0,3061.0,2709.0,2673.0,23308.0,1325.0,2426.0,13693.0,4070.0,92679.0
51075.0,309209.0,3051.0,1986.0,12188.0,79494.0,59250.0,5812.0,5010.0,3058.0,2672.0,2664.0,23492.0,1261.0,2446.0,13812.0,4048.0,94730.0
50321.0,308140.0,2950.0,1966.0,12151.0,79036.0,57919.0,5835.0,4966.0,3020.0,2661.0,2633.0,23583.0,1333.0,2558.0,13815.0,3932.0,95689.0
50246.0,305021.0,2987.0,1969.0,12112.0,77255.0,58190.0,5831.0,5011.0,3004.0,2679.0,2618.0,23708.0,1429.0,2488.0,13718.0,3900.0,96888.0
50029.0,300827.0,2928.0,1948.0,12230.0,75421.0,58496.0,5834.0,5039.0,2991.0,2749.0,2633.0,23500.0,1401.0,2481.0,13752.0,3866.0,96720.0
50010.0,297341.0,2909.0,1915.0,12370.0,73262.0,58789.0,5925.0,5034.0,3041.0,2763.0,2674.0,23528.0,1297.0,2563.0,13977.0,3898.0,96965.0
50583.0,297841.0,3019.0,2060.0,12323.0,72881.0,60426.0,6020.0,5137.0,3083.0,2735.0,2734.0,24800.0,1262.0,2560.0,14140.0,3988.0,95986.0
53552.0,315351.0,3248.0,2238.0,12150.0,75844.0,64654.0,5961.0,5070.0,3006.0,2708.0,2699.0,24772.0,1360.0,2544.0,14027.0,3984.0,100670.0
53592.0,314181.0,3097.0,2181.0,12102.0,79935.0,61493.0,5867.0,4986.0,3008.0,2659.0,2611.0,24396.0,1444.0,2450.0,13777.0,3890.0,107047.0
51117.0,304506.0,2915.0,2060.0,11946.0,79786.0,59056.0,5747.0,5001.0,2984.0,2651.0,2602.0,24238.0,1307.0,2296.0,13176.0,3737.0,106185.0
48840.0,285641.0,2739.0,1900.0,11395.0,75418.0,55420.0,5564.0,4854.0,2924.0,2601.0,2563.0,23519.0,1162.0,2002.0,12720.0,3575.0,102674.0
46321.0,271563.0,2540.0,1777.0,11387.0,71486.0,51476.0,5372.0,4743.0,2879.0,2514.0,2530.0,21839.0,1219.0,1798.0,12076.0,3416.0,97190.0
46605.0,262910.0,2355.0,1626.0,11070.0,70933.0,46733.0,5106.0,4536.0,2809.0,2439.0,2469.0,20221.0,1184.0,1976.0,11306.0,3163.0,89571.0
46939.0,244729.0,2203.0,1463.0,10541.0,71301.0,42637.0,4794.0,4355.0,2751.0,2418.0,2341.0,18785.0,1219.0,2026.0,10601.0,2885.0,80519.0
43983.0,230394.0,2073.0,1344.0,10186.0,68372.0,39974.0,4512.0,4220.0,2728.0,2285.0,2298.0,17725.0,1193.0,1890.0,10210.0,2790.0,71836.0
42077.0,219401.0,2022.0,1278.0,9916.0,65948.0,37363.0,4308.0,4054.0,2658.0,2230.0,2231.0,17097.0,1164.0,1860.0,9955.0,2753.0,65186.0
40331.0,215465.0,2019.0,1259.0,9803.0,64676.0,36032.0,4227.0,3979.0,2646.0,2179.0,2197.0,16692.0,1104.0,1835.0,9925.0,2727.0,63214.0
39213.0,216286.0,2037.0,1264.0,9816.0,61551.0,35557.0,4180.0,3943.0,2509.0,2205.0,2179.0,16764.0,1048.0,1897.0,9869.0,2704.0,60273.0
39311.0,219935.0,2074.0,1301.0,10168.0,60541.0,35717.0,4183.0,3966.0,2390.0,2228.0,2161.0,17045.0,1056.0,1907.0,9988.0,2743.0,58572.0
40949.0,232808.0,2222.0,1412.0,11039.0,62833.0,37695.0,4327.0,4134.0,2574.0,2263.0,2243.0,17820.0,1050.0,2006.0,10409.0,2904.0,55493.0
45110.0,265065.0,2616.0,1653.0,11616.0,68782.0,43538.0,4908.0,4502.0,2803.0,2378.0,2367.0,20514.0,1080.0,2088.0,11628.0,3264.0,55862.0
49196.0,294674.0,3117.0,1954.0,11880.0,75066.0,53458.0,5558.0,4853.0,3027.0,2567.0,2551.0,22148.0,1252.0,2330.0,12629.0,3687.0,64800.0
50923.0,308829.0,3236.0,2059.0,11723.0,76918.0,60213.0,5734.0,4945.0,3094.0,2642.0,2591.0,22826.0,1353.0,2378.0,12960.0,3833.0,81056.0
51418.0,309871.0,3184.0,2083.0,11489.0,76633.0,62161.0,5662.0,4902.0,3096.0,2664.0,2570.0,23163.0,1254.0,2239.0,12882.0,3802.0,91996.0
51703.0,310907.0,3202.0,2099.0,11441.0,76121.0,62641.0,5636.0,4911.0,3125.0,2656.0,2591.0,23139.0,1218.0,2260.0,12882.0,3846.0,93806.0
52350.0,315105.0,3146.0,2087.0,11473.0,75885.0,63576.0,5526.0,4920.0,3087.0,2650.0,2612.0,23369.0,1242.0,2247.0,12785.0,3936.0,95180.0
51028.0,313152.0,3073.0,2083.0,11554.0,75521.0,63316.0,5545.0,4919.0,3021.0,2630.0,2489.0,23304.0,1279.0,2397.0,12743.0,3918.0,94696.0
51470.0,310315.0,3063.0,2066.0,11616.0,74111.0,63732.0,5544.0,4870.0,2994.0,2648.0,2620.0,23277.0,1291.0,2302.0,12598.0,3836.0,94147.0
51298.0,305688.0,2995.0,2031.0,11697.0,72261.0,63268.0,5612.0,4870.0,3084.0,2618.0,2583.0,23072.0,1335.0,2387.0,12693.0,3898.0,92840.0
51091.0,305163.0,2890.0,2024.0,11789.0,69961.0,63438.0,5716.0,4924.0,3094.0,2660.0,2588.0,23200.0,1365.0,2518.0,13083.0,4061.0,91736.0
51312.0,307347.0,3039.0,2121.0,11754.0,69326.0,64390.0,5843.0,5024.0,3087.0,2606.0,2634.0,24445.0,1352.0,2445.0,13313.0,4020.0,91711.0
53520.0,315831.0,3229.0,2253.0,11637.0,72487.0,66438.0,5862.0,5013.0,3055.0,2585.0,2601.0,24559.0,1401.0,2407.0,13356.0,3931.0,95327.0
53303.0,312644.0,3086.0,2162.0,11578.0,76456.0,63794.0,5767.0,4954.0,3047.0,2554.0,2584.0,24210.0,1281.0,2272.0,13163.0,3901.0,103121.0
50762.0,305315.0,2888.0,2034.0,11356.0,76130.0,61415.0,5667.0,4884.0,3041.0,2546.0,2576.0,24048.0,1349.0,2227.0,12938.0,3699.0,103504.0
48303.0,285693.0,2721.0,1870.0,10815.0,72022.0,57873.0,5527.0,4814.0,2980.0,2457.0,2559.0,23141.0,1217.0,2082.0,12364.0,3467.0,101697.0
46326.0,269087.0,2616.0,1729.0,10796.0,68102.0,53294.0,5377.0,4653.0,2950.0,2427.0,2521.0,21518.0,1346.0,2008.0,11827.0,3271.0,96096.0
47055.0,260883.0,2617.0,1477.0,10555.0,67739.0,48560.0,5173.0,4495.0,2899.0,2372.0,2482.0,19791.0,1383.0,2057.0,11104.0,3043.0,88420.0
46434.0,243302.0,2617.0,1432.0,10104.0,68350.0,44252.0,4887.0,4376.0,2902.0,2309.0,2371.0,18447.0,1154.0,2027.0,10468.0,2901.0,79895.0
43775.0,223253.0,2241.0,1387.0,9750.0,65154.0,39662.0,4657.0,4234.0,2775.0,2180.0,2306.0,17618.0,1135.0,1860.0,9641.0,2599.0,72127.0
41572.0,213836.0,1984.0,1302.0,9572.0,62599.0,36928.0,4513.0,4110.0,2689.0,2111.0,2264.0,17065.0,1176.0,1947.0,9819.0,2715.0,64663.0
40163.0,209664.0,1924.0,1295.0,9459.0,61202.0,35483.0,4473.0,4071.0,2644.0,2121.0,2259.0,16722.0,1158.0,1970.0,9703.0,2671.0,63721.0
39480.0,209932.0,1951.0,1290.0,9536.0,58297.0,34826.0,4513.0,4099.0,2759.0,2066.0,2252.0,16678.0,1169.0,1937.0,9673.0,2772.0,60956.0
39002.0,214946.0,1991.0,1301.0,9948.0,57456.0,35091.0,4602.0,4205.0,2752.0,2142.0,2265.0,16876.0,1153.0,1899.0,9786.0,2863.0,58752.0
40824.0,231295.0,2125.0,1404.0,10896.0,59721.0,37004.0,4835.0,4304.0,2776.0,2269.0,2336.0,17624.0,1183.0,1945.0,10378.0,2956.0,56522.0
44890.0,263141.0,2642.0,1633.0,11531.0,65282.0,43041.0,5423.0,4666.0,2939.0,2327.0,2480.0,20394.0,1268.0,2203.0,11848.0,3330.0,56938.0
48427.0,291775.0,3080.0,1920.0,11849.0,71761.0,52694.0,6184.0,5176.0,3185.0,2591.0,2672.0,21996.0,1295.0,2410.0,13136.0,3817.0,65066.0
50729.0,307260.0,3246.0,2050.0,11720.0,73703.0,59530.0,6341.0,5320.0,3255.0,2679.0,2743.0,22652.0,1342.0,2405.0,13433.0,3924.0,80910.0
50899.0,307173.0,3215.0,2099.0,11538.0,73166.0,61767.0,6311.0,5220.0,3253.0,2647.0,2744.0,22907.0,1365.0,2329.0,13338.0,4035.0,90723.0
51026.0,309628.0,3283.0,2125.0,11590.0,72714.0,62195.0,6303.0,5218.0,3250.0,2636.0,2673.0,22956.0,1374.0,2570.0,13539.0,4050.0,91316.0
51651.0,309909.0,3200.0,2082.0,11558.0,72744.0,62225.0,6225.0,5150.0,3236.0,2639.0,2650.0,23137.0,1321.0,2596.0,13533.0,4039.0,91736.0
50432.0,304461.0,3079.0,2041.0,11467.0,72416.0,61221.0,6180.0,5108.0,3220.0,2626.0,2620.0,23249.0,1288.0,2411.0,13402.0,3981.0,91258.0
50020.0,299859.0,3027.0,2024.0,11453.0,70571.0,61010.0,6119.0,5080.0,3200.0,2630.0,2564.0,23454.0,1393.0,2431.0,13202.0,3910.0,91366.0
49117.0,296050.0,2914.0,1959.0,11619.0,68876.0,60212.0,6115.0,5114.0,3209.0,2633.0,2600.0,23305.0,1377.0,2403.0,13081.0,3875.0,91683.0
48676.0,293089.0,2879.0,1965.0,11949.0,66440.0,59883.0,6175.0,5156.0,3226.0,2676.0,2650.0,23281.0,1385.0,2465.0,13258.0,3835.0,91769.0
49398.0,299477.0,3026.0,2072.0,11959.0,65461.0,61154.0,6273.0,5216.0,3240.0,2612.0,2703.0,24106.0,1443.0,2477.0,13461.0,3842.0,90973.0
51103.0,309781.0,3245.0,2205.0,11881.0,67732.0,63501.0,6259.0,5237.0,3212.0,2575.0,2675.0,23960.0,1370.0,2408.0,13612.0,3827.0,95408.0
50811.0,306950.0,3114.0,2156.0,11790.0,70981.0,60947.0,6233.0,5206.0,3229.0,2572.0,2661.0,23611.0,1295.0,2354.0,13358.0,3728.0,101167.0
48531.0,292590.0,2823.0,1995.0,11596.0,70210.0,57974.0,6084.0,4987.0,3177.0,2550.0,2621.0,23352.0,1252.0,2219.0,12842.0,3559.0,101004.0
45705.0,272438.0,2536.0,1854.0,11084.0,66407.0,54335.0,5871.0,4909.0,3077.0,2493.0,2569.0,22494.0,1321.0,2238.0,12315.0,3385.0,97125.0
43631.0,258879.0,2341.0,1752.0,11115.0,62795.0,50122.0,5690.0,4806.0,2996.0,2422.0,2525.0,20796.0,1246.0,2122.0,11661.0,3273.0,91139.0
44431.0,246071.0,2150.0,1627.0,10800.0,62659.0,46110.0,5478.0,4697.0,2966.0,2416.0,2447.0,19461.0,1188.0,2207.0,11126.0,3058.0,84459.0
44416.0,231275.0,2029.0,1497.0,10249.0,63158.0,42875.0,5286.0,4552.0,2829.0,2337.0,2393.0,18308.0,1200.0,2160.0,10937.0,2878.0,77155.0
41992.0,216361.0,1876.0,1380.0,9863.0,59547.0,39413.0,5065.0,4378.0,2831.0,2399.0,2365.0,17109.0,1150.0,2157.0,10448.0,2676.0,70665.0
39345.0,207758.0,1825.0,1296.0,9657.0,56291.0,36202.0,4904.0,4318.0,2795.0,2339.0,2313.0,16438.0,1132.0,2210.0,10302.0,2610.0,65561.0
37293.0,199059.0,1801.0,1259.0,9564.0,54245.0,34325.0,4773.0,4203.0,2750.0,2300.0,2284.0,16122.0,1142.0,2189.0,10283.0,2648.0,64216.0
36342.0,197674.0,1854.0,1234.0,9595.0,50938.0,33320.0,4741.0,4178.0,2732.0,2300.0,2262.0,15988.0,1118.0,2056.0,10019.0,2729.0,58036.0
35085.0,198228.0,1878.0,1232.0,9695.0,49098.0,32874.0,4761.0,4195.0,2755.0,2298.0,2280.0,15952.0,1133.0,2151.0,9941.0,2809.0,55104.0
35582.0,198815.0,1957.0,1261.0,9947.0,49638.0,33385.0,4871.0,4273.0,2773.0,2316.0,2296.0,16166.0,1179.0,2137.0,9703.0,2801.0,52533.0
36394.0,202619.0,2074.0,1323.0,10089.0,51583.0,35324.0,5008.0,4351.0,2746.0,2306.0,2346.0,17265.0,1200.0,2138.0,9909.0,2838.0,52071.0
37959.0,218991.0,2291.0,1447.0,10468.0,53904.0,39326.0,5218.0,4428.0,2786.0,2365.0,2363.0,18177.0,1313.0,2160.0,10538.0,2951.0,54492.0
40705.0,238097.0,2476.0,1621.0,10640.0,56206.0,44395.0,5471.0,4588.0,2870.0,2428.0,2462.0,19154.0,1286.0,2265.0,10978.0,3076.0,62340.0
42738.0,251853.0,2597.0,1731.0,10700.0,58333.0,48643.0,5744.0,4759.0,2979.0,2508.0,2530.0,20255.0,1274.0,2295.0,11498.0,3091.0,69771.0
44338.0,256888.0,2682.0,1841.0,10797.0,59211.0,51206.0,5942.0,4874.0,3126.0,2571.0,2590.0,20802.0,1328.0,2467.0,11714.0,3158.0,76419.0
44930.0,262656.0,2738.0,1861.0,10822.0,59680.0,52040.0,5988.0,4861.0,3111.0,2567.0,2633.0,21042.0,1296.0,2383.0,11796.0,3146.0,80707.0
45170.0,263318.0,2740.0,1856.0,10782.0,61037.0,52013.0,5945.0,4958.0,3127.0,2610.0,2580.0,20971.0,1294.0,2516.0,12106.0,3148.0,82953.0
44274.0,255454.0,2599.0,1831.0,10859.0,59249.0,51691.0,5792.0,4996.0,3104.0,2597.0,2563.0,20945.0,1337.0,2456.0,12095.0,3206.0,83743.0
43447.0,247814.0,2560.0,1788.0,11114.0,57089.0,50893.0,5691.0,4970.0,3098.0,2665.0,2580.0,20566.0,1364.0,2518.0,12001.0,3225.0,82714.0
43488.0,242276.0,2575.0,1797.0,11624.0,54898.0,50208.0,5732.0,4972.0,3083.0,2663.0,2554.0,20447.0,1394.0,2499.0,12236.0,3261.0,81397.0
43549.0,246854.0,2763.0,1934.0,11803.0,54261.0,50614.0,5843.0,5186.0,3100.0,2678.0,2467.0,21425.0,1389.0,2493.0,12599.0,3456.0,80785.0
45923.0,263342.0,3010.0,2087.0,11890.0,57088.0,55189.0,5896.0,5387.0,3188.0,2693.0,2381.0,21300.0,1397.0,2411.0,12786.0,3570.0,84149.0
46776.0,263700.0,2899.0,2019.0,11736.0,61258.0,54405.0,5780.0,5299.0,3105.0,2686.0,2254.0,20709.0,1399.0,2339.0,12689.0,3395.0,93080.0
44997.0,254954.0,2678.0,1873.0,11407.0,61822.0,52233.0,5613.0,5062.0,3094.0,2593.0,2129.0,20434.0,1410.0,2313.0,12453.0,3412.0,95017.0
43239.0,236261.0,2538.0,1750.0,10975.0,59239.0,49187.0,5378.0,4926.0,3012.0,2553.0,2088.0,19797.0,1266.0,2125.0,12156.0,3359.0,91438.0
41612.0,225285.0,2404.0,1649.0,11194.0,56662.0,45912.0,5264.0,4876.0,2930.0,2593.0,2072.0,18466.0,1349.0,2248.0,11747.0,3294.0,85102.0
41989.0,221900.0,2236.0,1558.0,11083.0,57995.0,43253.0,5085.0,4739.0,2824.0,2554.0,2107.0,17453.0,1247.0,2142.0,11411.0,3248.0,80250.0
42221.0,212442.0,2128.0,1463.0,10654.0,59958.0,40307.0,4920.0,4575.0,2818.0,2517.0,2127.0,16346.0,1247.0,2155.0,11026.0,3199.0,74837.0
40141.0,197012.0,2048.0,1389.0,10232.0,57532.0,37404.0,4669.0,4360.0,2854.0,2457.0,1991.0,15315.0,1164.0,2159.0,10615.0,3007.0,69991.0
38591.0,186171.0,1909.0,1312.0,9978.0,55027.0,34727.0,4545.0,4278.0,2761.0,2378.0,1978.0,14609.0,1224.0,2178.0,10365.0,2985.0,65646.0
36864.0,180139.0,1844.0,1261.0,9905.0,53280.0,32998.0,4481.0,4244.0,2738.0,2344.0,1943.0,14299.0,1217.0,2106.0,10219.0,2945.0,64948.0
35931.0,177456.0,1811.0,1249.0,9876.0,50077.0,32079.0,4454.0,4215.0,2756.0,2333.0,1914.0,14180.0,1215.0,2112.0,10257.0,2837.0,60352.0
35771.0,179228.0,1821.0,1254.0,9985.0,48428.0,31719.0,4504.0,4159.0,2780.0,2337.0,1955.0,14214.0,1213.0,2121.0,10259.0,2835.0,57066.0
35472.0,179311.0,1850.0,1297.0,10143.0,48573.0,32142.0,4576.0,4155.0,2829.0,2351.0,2000.0,14324.0,1244.0,2129.0,10412.0,2853.0,53330.0
35819.0,177269.0,1924.0,1368.0,10259.0,49878.0,33033.0,4716.0,4148.0,2846.0,2378.0,2037.0,14841.0,1260.0,2169.0,10695.0,2999.0,52002.0
35905.0,186113.0,2072.0,1453.0,10579.0,51389.0,35256.0,4876.0,4190.0,2854.0,2394.0,2042.0,15034.0,1277.0,2206.0,11072.0,3056.0,53162.0
37614.0,200751.0,2323.0,1570.0,10698.0,53244.0,38660.0,5114.0,4501.0,2985.0,2444.0,2152.0,15694.0,1342.0,2260.0,11473.0,3151.0,57694.0
39848.0,214431.0,2422.0,1681.0,10916.0,56230.0,41708.0,5363.0,4577.0,3013.0,2504.0,2246.0,16766.0,1231.0,2276.0,12474.0,3217.0,63014.0
41397.0,230476.0,2489.0,1766.0,11173.0,58231.0,44399.0,5591.0,4647.0,3075.0,2560.0,2340.0,17396.0,1326.0,2350.0,12876.0,3303.0,70229.0
42719.0,244461.0,2497.0,1772.0,11274.0,59119.0,45607.0,5728.0,4652.0,3182.0,2609.0,2373.0,17881.0,1388.0,2268.0,12324.0,3421.0,76967.0
43583.0,244488.0,2504.0,1781.0,11281.0,60773.0,46508.0,5689.0,4722.0,3128.0,2614.0,2468.0,18037.0,1419.0,2287.0,12300.0,3436.0,80775.0
42637.0,237895.0,2562.0,1787.0,11285.0,58385.0,46405.0,5710.0,4689.0,3121.0,2621.0,2595.0,18297.0,1367.0,2387.0,12132.0,3454.0,83132.0
41379.0,232186.0,2543.0,1782.0,11510.0,55346.0,46101.0,5716.0,4765.0,3136.0,2638.0,2470.0,18138.0,1429.0,2415.0,12201.0,3466.0,84728.0
40748.0,230289.0,2500.0,1807.0,11968.0,53007.0,45921.0,5812.0,4811.0,3198.0,2682.0,2403.0,18034.0,1483.0,2489.0,12542.0,3546.0,84836.0
41145.0,235482.0,2694.0,1950.0,12146.0,53030.0,47640.0,6013.0,4921.0,3230.0,2680.0,2471.0,19390.0,1558.0,2551.0,13035.0,3727.0,85212.0
44387.0,254149.0,3039.0,2159.0,12226.0,57251.0,53152.0,6036.0,4975.0,3221.0,2687.0,2462.0,19788.0,1454.0,2621.0,12959.0,3808.0,89542.0
45816.0,259850.0,2963.0,2099.0,12277.0,63378.0,53120.0,6004.0,4985.0,3227.0,2696.0,2474.0,19818.0,1500.0,2531.0,13312.0,3797.0,96497.0
45259.0,251590.0,2684.0,1980.0,12054.0,65166.0,51837.0,5944.0,4990.0,3171.0,2675.0,2448.0,19847.0,1456.0,2475.0,13215.0,3696.0,96038.0
43791.0,239855.0,2544.0,1826.0,11782.0,63533.0,49198.0,5863.0,4846.0,3139.0,2646.0,2393.0,19064.0,1404.0,2511.0,12886.0,3565.0,91994.0
41842.0,231485.0,2372.0,1707.0,11980.0,61562.0,45932.0,5751.0,4687.0,3112.0,2603.0,2333.0,18117.0,1363.0,2423.0,12436.0,3444.0,87210.0
42267.0,232063.0,2187.0,1540.0,11829.0,62218.0,42926.0,5562.0,4565.0,3080.0,2554.0,2319.0,17297.0,1372.0,2309.0,11884.0,3286.0,81181.0
42255.0,218319.0,2016.0,1434.0,11435.0,63644.0,38998.0,5289.0,4397.0,3012.0,2518.0,2261.0,16155.0,1378.0,2140.0,11527.0,3061.0,74209.0
40097.0,212013.0,1913.0,1337.0,11138.0,61456.0,35855.0,5074.0,4279.0,2888.0,2523.0,2237.0,15221.0,1268.0,2364.0,11126.0,2962.0,66021.0
38201.0,203999.0,1906.0,1281.0,10877.0,59409.0,33804.0,4998.0,4236.0,2802.0,2467.0,2158.0,14720.0,1221.0,2317.0,10857.0,2875.0,60106.0
36662.0,200742.0,1859.0,1245.0,10847.0,58433.0,32463.0,4934.0,4194.0,2767.0,2471.0,2158.0,14577.0,1273.0,2286.0,10760.0,2955.0,59590.0
35784.0,201600.0,1956.0,1240.0,10964.0,55887.0,32396.0,4961.0,4131.0,2784.0,2451.0,2185.0,14682.0,1377.0,2403.0,10812.0,2895.0,57745.0
36108.0,206947.0,2047.0,1281.0,11399.0,55323.0,33061.0,5040.0,4099.0,2864.0,2498.0,2198.0,15077.0,1214.0,2495.0,10958.0,2947.0,56336.0
37972.0,225209.0,2174.0,1375.0,12333.0,58541.0,35394.0,5293.0,4205.0,2928.0,2530.0,2253.0,16274.0,1248.0,2456.0,11384.0,2968.0,54118.0
43204.0,261692.0,2552.0,1610.0,12694.0,65169.0,41833.0,5915.0,4662.0,3056.0,2706.0,2392.0,19563.0,1527.0,2794.0,12713.0,3285.0,54765.0
47710.0,295793.0,3146.0,1895.0,13022.0,72038.0,52040.0,6603.0,5153.0,3359.0,2952.0,2527.0,21536.0,1778.0,2848.0,14063.0,3668.0,64559.0
49660.0,309712.0,3303.0,1984.0,12856.0,74625.0,58598.0,6756.0,5171.0,3401.0,2987.0,2552.0,22429.0,1652.0,2990.0,14958.0,3778.0,80283.0
49760.0,310148.0,3296.0,2065.0,12778.0,74485.0,60642.0,6657.0,5173.0,3337.0,3021.0,2587.0,22786.0,1650.0,2870.0,15126.0,3686.0,90433.0
49920.0,317911.0,3277.0,2066.0,12741.0,73748.0,61365.0,6598.0,5079.0,3279.0,2817.0,2461.0,22931.0,1584.0,2795.0,14253.0,3815.0,91865.0
50526.0,322815.0,3284.0,2076.0,12632.0,73439.0,61900.0,6523.0,5036.0,3240.0,3016.0,2535.0,23037.0,1534.0,2728.0,14077.0,3894.0,94085.0
50148.0,321674.0,3228.0,2065.0,12496.0,72738.0,61256.0,6543.0,4992.0,3274.0,3097.0,2471.0,23226.0,1664.0,2849.0,13914.0,3883.0,95011.0
50449.0,318254.0,3161.0,2061.0,12473.0,70822.0,61362.0,6462.0,4884.0,3288.0,2931.0,2487.0,23274.0,1566.0,2873.0,13859.0,3896.0,95648.0
49908.0,314029.0,3137.0,2038.0,12433.0,68975.0,60665.0,6423.0,4939.0,3365.0,3053.0,2696.0,23052.0,1552.0,2780.0,13795.0,3900.0,95488.0
49618.0,308498.0,3088.0,2036.0,12775.0,66691.0,60247.0,6417.0,4899.0,3366.0,3077.0,2708.0,23137.0,1695.0,2833.0,14126.0,3884.0,94915.0
49816.0,310604.0,3165.0,2115.0,12833.0,66437.0,61383.0,6506.0,4969.0,3469.0,2922.0,2622.0,24103.0,1689.0,2828.0,14272.0,3942.0,94235.0
52138.0,318754.0,3353.0,2244.0,12774.0,69662.0,64569.0,6429.0,4960.0,3349.0,2960.0,2680.0,24190.0,1735.0,2813.0,14155.0,3943.0,98328.0
52257.0,318479.0,3216.0,2160.0,12728.0,74716.0,61664.0,6299.0,4931.0,3398.0,2941.0,2570.0,23864.0,1747.0,2819.0,13727.0,3797.0,105514.0
50185.0,308264.0,3032.0,2012.0,12590.0,74632.0,59326.0,6159.0,4901.0,3286.0,2883.0,2539.0,23689.0,1631.0,2787.0,13357.0,3673.0,104844.0
47355.0,289396.0,2808.0,1871.0,12385.0,70547.0,55732.0,6013.0,4839.0,3435.0,2629.0,2323.0,22875.0,1545.0,2683.0,12789.0,3548.0,101605.0
44921.0,275378.0,2602.0,1750.0,12444.0,66342.0,51536.0,5802.0,4739.0,3392.0,2653.0,2259.0,21301.0,1605.0,2702.0,12064.0,3349.0,95772.0
45176.0,264036.0,2480.0,1584.0,12226.0,66480.0,46915.0,5450.0,4602.0,3083.0,2794.0,2227.0,19659.0,1525.0,2454.0,11579.0,3071.0,88539.0
44529.0,245697.0,2267.0,1487.0,11820.0,67178.0,42666.0,5065.0,4346.0,3177.0,2693.0,2132.0,18269.0,1488.0,2171.0,10900.0,2884.0,79370.0
41931.0,230536.0,2041.0,1369.0,11474.0,64317.0,38909.0,4742.0,4142.0,3010.0,2641.0,2040.0,17135.0,1391.0,2084.0,10264.0,2823.0,70417.0
39510.0,221308.0,1934.0,1246.0,11108.0,61630.0,36286.0,4601.0,4046.0,2834.0,2539.0,2032.0,16607.0,1382.0,2036.0,9870.0,2695.0,65042.0
38147.0,216387.0,1884.0,1197.0,11053.0,60375.0,34763.0,4541.0,4011.0,2846.0,2551.0,1990.0,16256.0,1406.0,2036.0,9916.0,2583.0,66549.0
36870.0,214793.0,1940.0,1192.0,11007.0,57568.0,34571.0,4516.0,4033.0,2837.0,2571.0,2094.0,16203.0,1388.0,2100.0,10045.0,2640.0,64413.0
36986.0,221875.0,1956.0,1235.0,11443.0,56852.0,34967.0,4547.0,4113.0,2833.0,2627.0,2164.0,16500.0,1341.0,2189.0,10313.0,2673.0,63137.0
39277.0,236627.0,2107.0,1347.0,12176.0,59401.0,36925.0,4709.0,4223.0,2860.0,2671.0,2231.0,17465.0,1392.0,2375.0,10684.0,2839.0,61064.0
43889.0,268769.0,2552.0,1605.0,12348.0,65535.0,43125.0,5344.0,4580.0,3021.0,2803.0,2424.0,20166.0,1456.0,2375.0,11713.0,3251.0,60915.0
47774.0,302377.0,3016.0,1907.0,12364.0,72387.0,52982.0,6043.0,4970.0,3229.0,3002.0,2588.0,21816.0,1501.0,2564.0,12952.0,3724.0,68229.0
48945.0,312561.0,3138.0,1992.0,12227.0,74248.0,59342.0,6212.0,5116.0,3200.0,3025.0,2670.0,22309.0,1617.0,2494.0,13873.0,3812.0,85381.0
49282.0,310827.0,3085.0,2000.0,12073.0,73658.0,61105.0,6065.0,4933.0,3073.0,2991.0,2584.0,22451.0,1490.0,2440.0,13838.0,3843.0,95901.0
49965.0,311113.0,3090.0,1903.0,12113.0,72858.0,61612.0,5981.0,4988.0,3189.0,3074.0,2611.0,22428.0,1484.0,2486.0,13137.0,3923.0,96498.0
51302.0,312353.0,2818.0,1784.0,12105.0,72508.0,62228.0,5912.0,4953.0,3285.0,3000.0,2601.0,22613.0,1328.0,2504.0,13047.0,3805.0,97270.0
50763.0,309272.0,2557.0,1707.0,12084.0,71879.0,61682.0,5862.0,4888.0,3225.0,2969.0,2563.0,22524.0,1400.0,2555.0,13097.0,3727.0,97562.0
50890.0,306141.0,2712.0,1858.0,11983.0,70302.0,61896.0,5842.0,4881.0,3248.0,2927.0,2534.0,22492.0,1380.0,2584.0,12838.0,3753.0,99042.0
50180.0,298037.0,3185.0,1961.0,11929.0,68632.0,61547.0,5842.0,4870.0,3229.0,2988.0,2595.0,22184.0,1437.0,2534.0,12743.0,3750.0,99669.0
49427.0,297742.0,2966.0,1940.0,12164.0,66512.0,60871.0,5860.0,4931.0,3294.0,2997.0,2604.0,22072.0,1433.0,2619.0,13058.0,3736.0,99516.0
49235.0,300231.0,3007.0,2037.0,12252.0,66156.0,61365.0,6020.0,5034.0,3285.0,2965.0,2671.0,23492.0,1641.0,2766.0,13406.0,3689.0,98813.0
51285.0,314115.0,3292.0,2197.0,12021.0,68958.0,64653.0,6045.0,5062.0,3285.0,2943.0,2725.0,23899.0,1493.0,2705.0,13445.0,3677.0,102253.0
52142.0,312535.0,3155.0,2114.0,12150.0,73359.0,62054.0,5924.0,4961.0,3259.0,2949.0,2658.0,23710.0,1653.0,2563.0,13081.0,3512.0,109388.0
